,carat,cut,color,clarity,depth,table,price,x,y,z
44202,0.78,Ideal,4,1,60.6,55.0,2386,6.0,5.99,3.63
44203,0.71,Premium,1,5,61.4,56.0,2386,5.79,5.75,3.54
44204,0.71,Premium,3,2,61.3,57.0,2386,5.74,5.72,3.51
44205,0.71,Ideal,3,2,62.4,56.0,2386,5.74,5.71,3.57
44206,0.7,Premium,3,2,63.0,56.0,2386,5.68,5.65,3.57
44207,0.7,Ideal,1,6,62.8,56.3,2386,5.65,5.69,3.56
44208,0.81,Ideal,1,1,61.7,59.0,2386,5.92,6.0,3.68
44209,0.71,Ideal,4,1,61.6,57.0,2386,5.72,5.75,3.53
44210,0.71,Premium,3,2,61.2,61.0,2386,5.71,5.66,3.48
44211,0.71,Ideal,3,2,62.2,56.0,2386,5.75,5.69,3.56
44212,0.71,Premium,3,2,61.7,58.0,2386,5.74,5.71,3.53
44213,0.71,Ideal,3,2,61.4,57.0,2386,5.76,5.71,3.52
44214,0.83,Premium,3,1,62.9,57.0,2386,5.99,5.96,3.76
44215,0.83,Fair,3,1,64.4,57.0,2386,5.93,5.86,3.8
44216,0.71,Premium,5,1,62.2,57.0,2386,5.74,5.68,3.55
44217,0.71,Ideal,1,5,62.2,54.0,2387,5.7,5.75,3.56
44218,0.71,Ideal,1,5,62.0,54.0,2387,5.72,5.76,3.56
44219,0.78,Premium,1,2,61.9,58.0,2387,5.93,5.87,3.65
44220,0.51,Premium,6,5,62.4,59.0,2387,5.13,5.06,3.18
44221,0.52,Ideal,3,6,60.6,57.0,2387,5.21,5.26,3.17
44222,0.71,Ideal,3,1,61.3,55.0,2387,5.76,5.79,3.54
44223,0.52,Ideal,3,7,61.7,56.0,2387,5.19,5.15,3.19
44224,0.65,Premium,6,4,59.4,62.0,2387,5.72,5.66,3.38
44225,1.02,Premium,3,0,61.3,57.0,2387,6.47,6.35,3.93
44226,0.51,Premium,6,5,60.8,60.0,2387,5.23,5.14,3.15
44227,0.73,Good,5,1,63.3,57.0,2388,5.69,5.72,3.61
44228,0.71,Ideal,5,1,59.3,56.0,2388,5.89,5.84,3.48
44229,0.52,Ideal,4,6,62.0,54.0,2388,5.16,5.19,3.2
44230,0.7,Good,6,1,63.7,58.0,2388,5.64,5.6,3.58
44231,0.71,Premium,3,2,62.0,60.0,2388,5.68,5.64,3.51
44232,0.7,Very Good,2,4,62.8,58.0,2389,5.59,5.69,3.54
44233,0.79,Premium,3,2,61.7,60.0,2389,5.93,5.91,3.65
44234,0.76,Ideal,3,1,62.1,59.0,2389,5.81,5.84,3.62
44235,0.7,Very Good,1,6,61.6,58.0,2390,5.69,5.71,3.51
44236,0.7,Good,1,4,63.1,57.0,2390,5.59,5.67,3.55
44237,0.7,Good,4,1,64.1,59.0,2390,5.53,5.58,3.56
44238,0.7,Ideal,1,3,62.3,54.0,2390,5.67,5.72,3.55
44239,0.7,Ideal,1,3,62.5,54.0,2390,5.68,5.71,3.56
44240,0.71,Good,5,1,62.2,56.0,2390,5.63,5.66,3.51
44241,0.63,Premium,3,3,60.4,58.0,2391,5.6,5.59,3.38
44242,0.74,Very Good,5,1,61.8,60.0,2391,5.78,5.8,3.58
44243,0.54,Premium,4,7,61.9,60.0,2391,5.26,5.21,3.24
44244,0.77,Premium,3,1,61.9,59.0,2391,5.88,5.84,3.63
44245,0.77,Very Good,1,3,63.1,58.0,2391,5.86,5.7,3.65
44246,0.65,Ideal,6,3,62.7,57.0,2392,5.56,5.5,3.47
44247,0.61,Premium,4,5,59.7,58.0,2392,5.56,5.53,3.31
44248,1.03,Premium,0,0,62.8,55.0,2392,6.43,6.41,4.03
44249,0.72,Very Good,1,3,63.3,57.0,2393,5.66,5.72,3.6
44250,0.73,Very Good,2,2,59.5,58.0,2393,5.85,5.91,3.5
44251,0.6,Premium,5,5,62.4,61.0,2393,5.36,5.31,3.33
44252,0.52,Ideal,4,7,61.7,56.0,2393,5.16,5.18,3.19
44253,0.73,Premium,1,4,60.3,58.0,2393,5.87,5.83,3.53
44254,0.73,Premium,4,1,59.5,62.0,2393,5.89,5.84,3.49
44255,0.75,Ideal,4,1,62.6,55.0,2393,5.86,5.81,3.65
44256,0.72,Ideal,2,1,61.3,56.0,2393,5.77,5.75,3.53
44257,0.73,Premium,1,4,61.2,59.0,2393,5.84,5.82,3.57
44258,0.7,Very Good,2,4,61.5,58.0,2394,5.66,5.72,3.5
44259,0.7,Very Good,1,5,62.4,61.0,2394,5.6,5.75,3.54
44260,0.7,Good,5,3,63.0,61.0,2394,5.51,5.64,3.51
44261,0.7,Premium,3,2,61.4,60.0,2394,5.69,5.74,3.51
44262,0.7,Ideal,3,2,60.9,57.0,2394,5.77,5.79,3.52
44263,0.7,Good,1,5,63.4,59.0,2394,5.57,5.6,3.54
44264,0.7,Good,1,5,63.3,55.0,2394,5.61,5.67,3.57
44265,0.7,Good,5,3,64.2,60.0,2394,5.58,5.64,3.6
44266,0.7,Good,2,3,63.4,60.0,2394,5.59,5.61,3.55
44267,0.7,Premium,2,3,60.7,59.0,2394,5.66,5.68,3.44
44268,0.7,Premium,5,2,59.7,60.0,2394,5.81,5.79,3.46
44269,0.7,Good,2,2,63.7,57.0,2394,5.58,5.57,3.55
44270,0.7,Very Good,1,4,63.2,55.0,2394,5.63,5.58,3.54
44271,0.7,Premium,1,4,62.4,59.0,2394,5.64,5.55,3.49
44272,0.75,Premium,4,1,60.5,58.0,2394,5.91,5.86,3.56
44273,0.7,Premium,4,2,60.1,56.0,2394,5.84,5.78,3.49
44274,0.79,Very Good,3,2,60.9,63.0,2394,5.89,5.84,3.57
44275,0.7,Premium,4,2,60.8,56.0,2394,5.72,5.66,3.46
44276,0.73,Very Good,5,1,62.1,58.0,2395,5.75,5.81,3.59
44277,0.73,Very Good,5,1,59.3,57.0,2395,5.88,5.95,3.51
44278,0.53,Very Good,4,7,59.6,58.0,2395,5.28,5.32,3.16
44279,0.71,Very Good,2,3,62.6,59.0,2395,5.66,5.68,3.55
44280,0.58,Ideal,4,5,61.8,56.0,2395,5.36,5.39,3.32
44281,0.76,Very Good,2,2,62.6,58.0,2396,5.76,5.84,3.63
44282,0.72,Very Good,2,3,62.9,58.0,2396,5.7,5.75,3.6
44283,0.72,Very Good,3,2,62.8,60.0,2396,5.78,5.68,3.6
44284,0.93,Premium,4,0,61.3,59.0,2396,6.27,6.22,3.83
44285,0.7,Very Good,5,2,59.6,63.0,2396,5.72,5.65,3.39
44286,0.7,Premium,5,2,61.2,62.0,2396,6.65,5.73,3.48
44287,0.7,Premium,5,2,61.8,59.0,2396,5.63,5.57,3.46
44288,0.71,Very Good,4,1,63.2,57.0,2397,5.66,5.7,3.59
44289,0.31,Premium,5,2,59.2,60.0,544,4.36,4.42,2.6
44290,0.31,Good,5,2,63.4,55.0,544,4.31,4.33,2.74
44291,0.31,Very Good,5,2,60.1,61.0,544,4.35,4.4,2.63
44292,0.31,Very Good,2,4,61.4,61.0,544,4.33,4.36,2.67
44293,0.31,Very Good,2,4,61.7,61.0,544,4.31,4.34,2.67
44294,0.31,Ideal,3,3,62.4,54.0,544,4.36,4.39,2.73
44295,0.31,Premium,2,4,59.7,58.0,544,4.41,4.43,2.64
44296,0.31,Good,2,4,63.1,57.0,544,4.31,4.34,2.73
44297,0.31,Ideal,3,3,61.6,54.0,544,4.39,4.41,2.71
44298,0.31,Ideal,3,3,61.4,57.0,544,4.35,4.45,2.7
44299,0.31,Ideal,3,3,62.2,56.0,544,4.31,4.34,2.69
44300,0.31,Good,3,3,63.1,58.0,544,4.3,4.35,2.73
44301,0.31,Premium,3,3,59.9,59.0,544,4.38,4.4,2.63
44302,0.31,Good,5,2,63.2,59.0,544,4.24,4.31,2.7
44303,0.31,Premium,3,3,62.2,59.0,544,4.3,4.35,2.69
44304,0.31,Ideal,1,5,61.6,57.0,544,4.35,4.39,2.69
44305,0.26,Very Good,3,6,61.4,56.0,545,4.13,4.15,2.54
44306,0.26,Very Good,3,6,61.2,56.0,545,4.1,4.13,2.52
44307,0.26,Very Good,3,6,61.6,56.0,545,4.14,4.17,2.55
44308,0.26,Very Good,3,6,61.8,57.0,545,4.06,4.1,2.52
44309,0.35,Very Good,2,3,59.8,62.0,545,4.57,4.63,2.75
44310,0.26,Ideal,3,5,62.0,56.0,545,4.12,4.15,2.56
44311,0.26,Ideal,3,5,61.4,56.0,545,4.11,4.14,2.53
44312,0.26,Ideal,3,5,62.3,56.0,545,4.07,4.1,2.54
44313,0.26,Ideal,2,6,62.2,55.0,545,4.09,4.11,2.55
44314,0.3,Ideal,3,3,61.8,54.0,545,4.34,4.37,2.69
44315,0.3,Ideal,3,3,62.3,58.0,545,4.26,4.28,2.66
44316,0.3,Ideal,3,3,62.0,54.0,545,4.33,4.35,2.69
44317,0.3,Ideal,3,3,61.2,55.0,545,4.35,4.38,2.67
44318,0.3,Ideal,3,3,61.6,58.0,545,4.27,4.3,2.64
44319,0.71,Very Good,5,1,62.7,59.0,2397,5.7,5.75,3.59
44320,0.71,Ideal,1,4,61.6,54.7,2397,5.71,5.85,3.54
44321,0.73,Ideal,1,4,60.7,56.0,2397,5.85,5.81,3.54
44322,0.7,Very Good,1,5,63.1,57.0,2398,5.63,5.68,3.57
44323,0.7,Very Good,1,4,62.4,56.0,2398,5.65,5.69,3.54
44324,0.55,Ideal,3,7,62.0,55.0,2398,5.25,5.29,3.27
44325,0.7,Ideal,2,3,62.4,56.0,2398,5.63,5.72,3.54
44326,0.7,Ideal,1,4,62.4,56.0,2398,5.66,5.68,3.54
44327,0.7,Ideal,1,4,62.1,57.0,2398,5.69,5.71,3.54
44328,0.7,Ideal,4,1,62.1,57.0,2398,5.65,5.69,3.52
44329,0.72,Ideal,5,1,62.3,54.0,2398,5.75,5.78,3.59
44330,0.72,Ideal,5,1,61.9,55.0,2398,5.76,5.78,3.57
44331,0.7,Ideal,5,1,61.9,57.0,2398,5.66,5.69,3.51
44332,0.71,Ideal,5,1,61.2,57.0,2398,5.74,5.82,3.54
44333,0.67,Good,4,5,63.8,61.0,2398,5.46,5.54,3.52
44334,0.72,Premium,2,2,62.7,59.0,2398,5.73,5.69,3.58
44335,0.71,Premium,2,4,62.8,58.0,2398,5.7,5.67,3.57
44336,0.72,Premium,2,2,62.5,57.0,2398,5.73,5.67,3.56
44337,0.74,Premium,3,1,62.5,56.0,2398,5.81,5.75,3.61
44338,0.72,Premium,2,2,61.5,56.0,2398,5.8,5.77,3.56
44339,0.72,Good,2,2,63.7,59.0,2398,5.68,5.63,3.6
44340,0.74,Premium,3,1,63.0,56.0,2398,5.77,5.75,3.63
44341,0.74,Very Good,3,1,63.3,57.0,2398,5.73,5.7,3.62
44342,0.55,Very Good,5,5,60.4,56.0,2399,5.36,5.38,3.24
44343,0.76,Ideal,1,2,61.6,54.0,2399,5.86,5.92,3.63
44344,0.55,Ideal,3,7,60.6,56.0,2399,5.31,5.33,3.22
44345,0.56,Ideal,3,7,62.0,56.0,2399,5.33,5.28,3.29
44346,0.7,Very Good,2,4,60.3,63.0,2399,5.77,5.73,3.47
44347,0.62,Premium,3,5,59.2,59.0,2399,5.58,5.56,3.3
44348,0.76,Premium,5,1,60.0,59.0,2399,5.94,5.9,3.55
44349,0.76,Ideal,1,2,61.8,57.0,2399,5.89,5.83,3.62
44350,0.71,Very Good,1,5,59.5,60.0,2400,5.82,5.87,3.48
44351,0.7,Very Good,2,4,60.1,61.0,2400,5.74,5.81,3.47
44352,0.7,Very Good,4,3,61.4,57.0,2400,5.73,5.76,3.53
44353,0.7,Very Good,4,3,60.5,57.0,2400,5.74,5.79,3.49
44354,0.78,Ideal,1,3,60.9,57.0,2400,5.92,5.97,3.62
44355,0.7,Very Good,4,3,62.2,56.0,2400,5.7,5.74,3.56
44356,0.7,Very Good,4,3,62.4,59.0,2400,5.64,5.71,3.54
44357,0.7,Very Good,4,3,62.9,56.0,2400,5.66,5.73,3.58
44358,0.7,Very Good,4,3,60.3,59.0,2400,5.76,5.79,3.48
44359,0.7,Very Good,4,3,62.1,58.0,2400,5.68,5.72,3.54
44360,0.7,Very Good,4,3,61.2,56.0,2400,5.72,5.78,3.52
44361,0.58,Very Good,6,5,63.0,56.0,2400,5.28,5.35,3.35
44362,0.71,Ideal,3,2,61.2,58.0,2400,5.77,5.79,3.54
44363,0.58,Ideal,4,3,61.8,57.0,2401,5.39,5.35,3.32
44364,0.72,Very Good,1,4,60.7,56.0,2401,5.78,5.82,3.52
44365,0.7,Very Good,4,2,63.5,56.0,2401,5.58,5.66,3.57
44366,0.78,Very Good,3,1,63.7,55.9,2401,5.82,5.85,3.72
44367,0.72,Very Good,5,1,62.2,59.0,2401,5.72,5.79,3.58
44368,0.7,Very Good,4,2,62.9,59.0,2401,5.62,5.67,3.55
44369,0.7,Very Good,4,2,61.3,59.0,2401,5.68,5.74,3.5
44370,0.7,Premium,4,2,62.2,59.0,2401,5.69,5.73,3.55
44371,0.7,Good,4,2,63.8,60.0,2401,5.6,5.63,3.58
44372,0.7,Good,4,4,64.0,56.0,2401,5.6,5.65,3.6
44373,0.77,Ideal,4,1,61.7,56.0,2401,5.91,5.96,3.66
44374,0.7,Ideal,4,2,61.8,55.0,2401,5.71,5.75,3.54
44375,0.7,Very Good,4,2,59.8,59.0,2401,5.74,5.8,3.45
44376,0.7,Ideal,6,1,60.3,56.0,2401,5.73,5.77,3.47
44377,0.7,Premium,4,2,61.9,59.0,2401,5.69,5.71,3.53
44378,0.7,Good,4,2,63.2,57.0,2401,5.62,5.68,3.57
44379,0.72,Ideal,5,1,61.3,55.0,2401,5.75,5.84,3.55
44380,0.58,Ideal,4,5,61.9,56.0,2401,5.38,5.35,3.32
44381,0.71,Premium,2,4,61.7,56.0,2401,5.81,5.67,3.54
44382,0.58,Ideal,4,5,62.5,56.0,2401,5.34,5.29,3.32
44383,0.58,Premium,6,4,59.2,60.0,2401,5.46,5.41,3.22
44384,0.73,Very Good,3,2,61.5,59.0,2402,5.76,5.81,3.56
44385,0.57,Ideal,4,5,61.7,56.0,2402,5.31,5.35,3.29
44386,0.65,Ideal,6,3,61.6,57.0,2402,5.55,5.59,3.43
44387,0.61,Very Good,3,5,62.4,55.0,2403,5.44,5.47,3.4
44388,0.7,Very Good,4,2,59.7,56.9,2403,5.73,5.86,3.46
44389,0.76,Ideal,4,1,61.9,57.0,2403,5.87,5.9,3.64
44390,0.81,Premium,4,2,59.4,60.0,2403,6.11,6.07,3.62
44391,0.71,Very Good,4,2,61.9,57.0,2404,5.72,5.79,3.56
44392,0.72,Very Good,4,2,62.2,59.0,2404,5.72,5.76,3.57
44393,0.56,Ideal,5,5,61.0,56.0,2404,5.32,5.36,3.26
44394,0.63,Good,2,7,59.3,62.0,2404,5.66,5.7,3.37
44395,0.76,Ideal,2,1,61.7,56.0,2404,5.88,5.86,3.62
44396,0.71,Ideal,5,2,61.9,56.0,2404,5.76,5.71,3.55
44397,0.7,Very Good,1,4,61.4,57.0,2405,5.71,5.74,3.52
44398,0.78,Very Good,2,1,62.6,59.0,2405,5.81,5.85,3.65
44399,0.82,Premium,1,2,62.6,57.0,2405,5.98,5.94,3.73
44400,0.7,Ideal,5,1,60.6,56.0,2405,5.73,5.78,3.49
44401,0.7,Good,5,1,60.7,61.0,2405,5.69,5.71,3.46
44402,0.72,Premium,3,3,62.3,59.0,2405,5.77,5.69,3.57
44403,0.65,Very Good,4,4,59.3,56.0,2406,5.64,5.76,3.37
44404,0.7,Premium,2,6,60.9,60.0,2406,5.76,5.71,3.49
44405,0.62,Ideal,4,4,62.0,54.0,2406,5.46,5.5,3.4
44406,0.65,Good,4,4,61.7,60.3,2406,5.53,5.57,3.42
44407,0.7,Ideal,5,2,62.4,55.0,2407,5.69,5.64,3.54
44408,0.7,Premium,5,2,61.9,59.0,2407,5.74,5.66,3.53
44409,0.53,Ideal,6,5,62.2,56.0,2407,5.19,5.23,3.24
44410,0.53,Ideal,5,6,61.7,57.0,2407,5.17,5.21,3.2
44411,0.7,Good,5,2,63.6,62.0,2407,5.6,5.57,3.55
44412,0.7,Very Good,4,2,60.3,59.0,2409,5.73,5.82,3.48
44413,0.7,Very Good,4,2,61.1,57.0,2409,5.7,5.73,3.49
44414,0.7,Very Good,6,2,61.0,59.0,2409,5.67,5.7,3.47
44415,0.7,Ideal,4,2,62.2,56.0,2409,5.68,5.7,3.54
44416,0.7,Ideal,4,2,62.1,55.0,2409,5.68,5.72,3.54
44417,0.73,Very Good,5,1,63.3,57.0,2409,5.72,5.69,3.61
44418,0.8,Premium,2,1,61.6,59.0,2409,5.92,5.86,3.63
44419,0.71,Premium,4,1,59.6,59.0,2409,5.79,5.75,3.44
44420,0.73,Premium,5,1,60.8,60.0,2409,5.87,5.78,3.54
44421,0.72,Ideal,2,1,61.3,55.0,2410,5.78,5.81,3.55
44422,0.74,Ideal,4,1,61.6,55.0,2410,5.81,5.87,3.6
44423,0.7,Ideal,4,2,62.6,55.0,2410,5.67,5.7,3.56
44424,0.71,Premium,5,1,59.0,60.0,2410,5.9,5.87,3.47
44425,0.61,Very Good,3,7,63.0,58.0,2411,5.36,5.43,3.4
44426,0.7,Good,4,1,64.1,59.0,2411,5.58,5.53,3.56
44427,0.7,Very Good,1,4,63.1,57.0,2411,5.67,5.59,3.55
44428,0.6,Ideal,3,5,61.6,55.0,2413,5.44,5.47,3.36
44429,0.8,Very Good,1,3,63.3,55.0,2414,5.88,5.93,3.74
44430,0.81,Fair,1,3,64.6,59.0,2414,5.83,5.78,3.75
44431,0.7,Ideal,3,2,61.9,56.0,2414,5.66,5.71,3.52
44432,0.7,Premium,4,2,60.8,58.0,2415,5.78,5.74,3.5
44433,0.74,Premium,4,2,60.7,59.0,2415,5.85,5.82,3.54
44434,0.7,Ideal,3,2,60.9,57.0,2415,5.79,5.77,3.52
44435,0.7,Very Good,1,5,63.4,59.0,2415,5.6,5.57,3.54
44436,0.7,Very Good,1,5,63.3,55.0,2415,5.67,5.61,3.57
44437,0.7,Good,5,3,64.2,60.0,2415,5.64,5.58,3.6
44438,0.7,Very Good,1,5,60.1,63.0,2415,5.81,5.74,3.47
44439,0.7,Ideal,4,2,62.0,55.0,2415,5.72,5.7,3.54
44440,0.7,Premium,5,3,63.0,61.0,2415,5.64,5.51,3.51
44441,0.7,Good,4,3,63.9,53.0,2415,5.65,5.61,3.6
44442,0.7,Premium,6,3,61.3,58.0,2415,5.72,5.67,3.48
44443,0.7,Premium,3,2,62.6,60.0,2415,5.61,5.57,3.5
44444,0.75,Premium,6,1,60.6,56.0,2415,5.94,5.9,3.59
44445,0.7,Premium,2,3,60.7,59.0,2415,5.68,5.66,3.44
44446,0.7,Very Good,2,3,63.4,60.0,2415,5.61,5.59,3.55
44447,0.7,Premium,1,5,62.4,61.0,2415,5.75,5.6,3.54
44448,0.7,Ideal,6,1,62.0,57.0,2415,5.68,5.65,3.51
44449,0.7,Premium,3,2,60.5,57.0,2415,5.75,5.68,3.46
44450,0.75,Premium,3,2,60.4,58.0,2415,5.88,5.84,3.54
44451,0.71,Very Good,4,2,63.0,55.0,2416,5.65,5.71,3.58
44452,0.71,Good,5,3,63.2,57.0,2416,5.63,5.66,3.56
44453,0.72,Ideal,5,2,60.9,57.0,2416,5.83,5.86,3.56
44454,0.71,Ideal,6,1,62.3,56.0,2416,5.68,5.72,3.55
44455,0.71,Ideal,6,1,61.5,55.0,2416,5.72,5.8,3.54
44456,0.71,Ideal,4,2,61.6,56.0,2416,5.71,5.75,3.53
44457,1.01,Ideal,1,0,61.6,56.0,2416,6.45,6.43,3.97
44458,0.7,Ideal,1,2,62.8,56.0,2417,5.63,5.68,3.55
44459,0.76,Very Good,2,1,59.8,58.0,2418,5.94,5.96,3.56
44460,0.72,Premium,2,3,61.6,57.0,2418,5.84,5.78,3.58
44461,0.64,Ideal,4,3,62.3,56.0,2419,5.51,5.53,3.44
44462,0.64,Ideal,4,3,61.1,56.0,2419,5.57,5.59,3.41
44463,0.5,Ideal,4,7,61.2,57.0,2419,5.11,5.15,3.14
44464,0.51,Premium,5,5,59.3,59.0,2419,5.25,5.17,3.09
44465,0.72,Ideal,1,5,62.2,54.0,2420,5.73,5.78,3.58
44466,0.71,Good,5,2,63.1,59.0,2420,5.62,5.75,3.59
44467,0.71,Very Good,5,2,62.0,55.0,2420,5.72,5.76,3.56
44468,0.79,Premium,2,2,63.0,54.0,2420,5.9,5.86,3.69
44469,0.72,Ideal,3,1,61.5,55.0,2420,5.79,5.82,3.57
44470,0.64,Ideal,2,7,60.5,57.0,2420,5.58,5.62,3.39
44471,0.7,Very Good,1,6,60.9,60.0,2421,5.68,5.71,3.47
44472,0.7,Very Good,2,4,59.5,60.0,2421,5.74,5.76,3.42
44473,0.7,Very Good,5,2,63.1,56.0,2421,5.62,5.69,3.57
44474,0.7,Ideal,4,1,61.4,55.0,2421,5.73,5.77,3.53
44475,0.7,Good,2,4,59.4,62.0,2421,5.71,5.74,3.4
44476,0.72,Good,4,2,63.6,55.0,2421,5.71,5.64,3.61
44477,0.58,Ideal,6,5,63.0,56.0,2421,5.35,5.28,3.35
44478,0.7,Very Good,2,4,62.1,56.0,2422,5.65,5.68,3.52
44479,0.76,Very Good,3,1,62.0,57.0,2422,5.82,5.86,3.62
44480,0.72,Ideal,4,1,62.0,55.0,2422,5.76,5.79,3.58
44481,0.72,Ideal,4,1,61.2,54.0,2422,5.81,5.86,3.57
44482,0.72,Very Good,3,4,63.5,55.0,2422,5.75,5.68,3.63
44483,0.78,Ideal,1,3,60.9,57.0,2422,5.97,5.92,3.62
44484,0.71,Very Good,2,4,62.6,58.0,2423,5.72,5.75,3.59
44485,0.74,Very Good,3,1,63.8,56.0,2423,5.7,5.74,3.65
44486,0.71,Very Good,5,1,62.2,58.0,2423,5.65,5.7,3.53
44487,0.74,Ideal,3,1,62.7,56.0,2423,5.75,5.8,3.62
44488,0.71,Ideal,3,2,61.4,55.0,2423,5.75,5.79,3.54
44489,0.7,Good,4,2,63.8,60.0,2423,5.63,5.6,3.58
44490,0.7,Premium,4,2,62.9,59.0,2423,5.67,5.62,3.55
44491,0.7,Premium,4,2,62.2,59.0,2423,5.73,5.69,3.55
44492,0.7,Ideal,4,2,61.8,55.0,2423,5.75,5.71,3.54
44493,0.7,Premium,4,2,61.3,59.0,2423,5.74,5.68,3.5
44494,0.7,Premium,4,2,61.9,59.0,2423,5.71,5.69,3.53
44495,0.7,Very Good,4,2,63.2,57.0,2423,5.68,5.62,3.57
44496,0.7,Ideal,6,1,60.3,56.0,2423,5.77,5.73,3.47
44497,0.7,Premium,6,1,59.5,60.0,2423,5.78,5.73,3.43
44498,0.7,Premium,4,2,61.0,59.0,2423,5.75,5.69,3.49
44499,0.54,Ideal,3,5,61.4,55.0,2424,5.28,5.31,3.25
44500,0.79,Very Good,1,2,62.5,57.0,2425,5.89,5.91,3.69
44501,0.77,Ideal,1,1,61.6,57.0,2425,5.87,5.92,3.63
44502,0.76,Premium,4,1,62.3,55.0,2425,5.88,5.84,3.65
44503,0.76,Premium,2,2,60.0,60.0,2425,5.8,5.76,3.76
44504,0.52,Very Good,6,5,59.8,55.0,2426,5.28,5.35,3.18
44505,0.73,Very Good,1,3,62.8,59.0,2426,5.72,5.75,3.6
44506,0.74,Very Good,2,2,62.4,58.0,2426,5.71,5.76,3.58
44507,0.52,Ideal,6,5,62.0,56.0,2426,5.14,5.18,3.2
44508,0.52,Ideal,6,5,60.4,57.0,2426,5.25,5.28,3.18
44509,0.73,Ideal,1,3,61.9,56.0,2426,5.77,5.82,3.59
44510,0.78,Ideal,0,4,61.4,57.0,2426,5.9,5.93,3.63
44511,0.71,Very Good,4,2,62.8,59.0,2427,5.62,5.66,3.54
44512,0.71,Ideal,4,2,61.4,55.0,2427,5.75,5.82,3.55
44513,0.52,Ideal,4,7,60.3,60.0,2427,5.24,5.27,3.17
44514,0.7,Good,2,5,63.7,54.0,2427,5.72,5.62,3.61
44515,0.71,Very Good,2,4,62.8,59.0,2428,5.61,5.7,3.55
44516,0.71,Good,1,5,63.1,58.0,2428,5.64,5.71,3.58
44517,0.71,Premium,1,5,61.9,60.0,2428,5.69,5.75,3.54
44518,0.71,Good,3,2,63.6,56.0,2428,5.65,5.67,3.6
44519,0.71,Very Good,2,3,59.2,63.0,2428,5.81,5.85,3.45
44520,0.71,Good,1,5,63.6,57.0,2428,5.66,5.69,3.61
44521,0.7,Good,2,3,62.2,61.6,2428,5.63,5.66,3.51
44522,0.7,Very Good,2,3,62.8,58.0,2429,5.67,5.7,3.57
44523,0.61,Very Good,6,4,62.4,59.1,2429,5.42,5.45,3.39
44524,0.8,Premium,3,1,61.8,58.0,2429,5.92,5.98,3.68
44525,0.8,Ideal,3,1,62.1,57.0,2429,5.95,6.03,3.72
44526,0.56,Ideal,5,5,61.5,57.0,2429,5.27,5.34,3.26
44527,0.7,Ideal,2,3,62.4,58.0,2429,5.67,5.71,3.55
44528,0.72,Premium,6,1,60.5,60.0,2429,5.82,5.72,3.49
44529,0.73,Very Good,2,3,61.3,60.0,2430,5.72,5.79,3.53
44530,0.52,Ideal,5,5,61.8,56.0,2430,5.15,5.18,3.19
44531,0.72,Ideal,1,4,61.7,54.5,2430,5.77,5.8,3.57
44532,0.72,Ideal,1,4,62.1,55.0,2430,5.73,5.76,3.56
44533,0.6,Very Good,6,4,61.4,59.0,2431,5.41,5.44,3.33
44534,0.73,Ideal,5,1,61.3,54.0,2431,5.8,5.88,3.58
44535,0.73,Ideal,5,1,62.8,55.0,2431,5.73,5.76,3.61
44536,0.78,Ideal,4,1,59.7,57.0,2431,6.01,5.98,3.58
44537,0.71,Very Good,2,3,62.6,56.0,2432,5.68,5.72,3.57
44538,0.71,Very Good,1,4,62.2,59.0,2432,5.7,5.74,3.56
44539,0.71,Ideal,1,4,61.5,60.0,2432,5.7,5.74,3.52
44540,0.7,Very Good,3,3,61.3,57.0,2433,5.66,5.7,3.48
44541,0.66,Premium,5,4,60.8,59.0,2433,5.58,5.6,3.4
44542,0.53,Ideal,5,5,61.8,55.0,2433,5.16,5.19,3.2
44543,0.73,Very Good,3,2,60.8,56.0,2434,5.82,5.85,3.55
44544,0.61,Ideal,5,3,61.4,56.0,2434,5.47,5.51,3.37
44545,0.73,Ideal,5,1,61.0,57.0,2434,5.81,5.87,3.56
44546,0.73,Ideal,5,1,60.4,56.0,2434,5.81,5.89,3.54
44547,0.7,Good,5,1,63.7,55.0,2435,5.63,5.58,3.57
44548,0.72,Ideal,6,1,62.3,57.0,2435,5.75,5.8,3.6
44549,0.7,Premium,2,4,60.2,56.0,2435,5.78,5.71,3.46
44550,0.81,Ideal,2,2,62.1,54.0,2435,6.0,6.02,3.73
44551,0.73,Good,4,2,64.3,59.0,2435,5.67,5.62,3.63
44552,0.71,Good,6,1,63.3,55.0,2436,5.65,5.72,3.6
44553,0.71,Very Good,4,2,62.3,60.0,2436,5.65,5.68,3.53
44554,0.71,Very Good,4,2,61.8,58.0,2436,5.72,5.81,3.56
44555,0.7,Ideal,5,1,62.3,58.0,2436,5.66,5.7,3.54
44556,0.7,Ideal,1,2,61.8,57.0,2436,5.67,5.72,3.52
44557,0.7,Very Good,3,3,59.0,60.0,2437,5.76,5.83,3.42
44558,0.7,Very Good,3,4,62.5,58.0,2437,5.63,5.69,3.54
44559,0.7,Very Good,4,3,60.5,58.0,2437,5.78,5.83,3.51
44560,0.7,Very Good,4,3,62.7,57.0,2437,5.61,5.65,3.53
44561,0.7,Ideal,3,4,62.7,57.0,2437,5.66,5.7,3.56
44562,0.71,Very Good,5,3,63.2,57.0,2437,5.66,5.63,3.56
44563,0.5,Good,5,5,61.6,62.0,2437,5.04,5.09,3.12
44564,0.9,Fair,0,2,64.6,61.0,2438,5.92,5.87,3.81
